bucket,section,words,url,reason,title
KEEP_NOINDEX,wine,679,"https://peninsulainsider.com.au/wine/polperro","679w — remove from sitemap until content expanded to 800+ words","Polperro, Red Hill · Peninsula Insider"
KEEP_NOINDEX,wine,683,"https://peninsulainsider.com.au/wine/main-ridge-dairy","683w — remove from sitemap until content expanded to 800+ words","Main Ridge Dairy, Main Ridge · Peninsula Insider"
KEEP_NOINDEX,wine,684,"https://peninsulainsider.com.au/wine/st-andrews-beach-brewery","684w — remove from sitemap until content expanded to 800+ words","St Andrews Beach Brewery, Rye · Peninsula Insider"
KEEP_NOINDEX,wine,705,"https://peninsulainsider.com.au/wine/sunny-ridge-strawberry-farm","705w — remove from sitemap until content expanded to 800+ words","Sunny Ridge Strawberry Farm, Main Ridge · Peninsula Insider"
KEEP_NOINDEX,wine,749,"https://peninsulainsider.com.au/wine/red-hill-brewery","749w — remove from sitemap until content expanded to 800+ words","Red Hill Brewery, Red Hill · Peninsula Insider"
KEEP_NOINDEX,wine,773,"https://peninsulainsider.com.au/wine/montalto","773w — remove from sitemap until content expanded to 800+ words","Montalto Vineyard & Olive Grove, Red Hill · Peninsula Insider"
REMOVE,about,897,"https://peninsulainsider.com.au/about","utility page — noindex + remove from sitemap","About  -  Peninsula Insider"
REMOVE,contact,372,"https://peninsulainsider.com.au/contact","utility page — noindex + remove from sitemap","Contact  -  Peninsula Insider"
REMOVE,golf,396,"https://peninsulainsider.com.au/golf","utility page — noindex + remove from sitemap","Best Golf Courses Mornington Peninsula · Peninsula Insider"
REMOVE,newsletter,358,"https://peninsulainsider.com.au/newsletter","utility page — noindex + remove from sitemap","Newsletter — Peninsula Insider"
REMOVE,privacy,458,"https://peninsulainsider.com.au/privacy","utility page — noindex + remove from sitemap","Privacy Policy  -  Peninsula Insider"
REMOVE,search,37,"https://peninsulainsider.com.au/search","utility page — noindex + remove from sitemap","Search | Peninsula Insider"
REMOVE,site-index,1158,"https://peninsulainsider.com.au/site-index","utility page — noindex + remove from sitemap","Site Index | Peninsula Insider"
REMOVE,terms,531,"https://peninsulainsider.com.au/terms","utility page — noindex + remove from sitemap","Terms of Use | Peninsula Insider"
REMOVE,whats-on,497,"https://peninsulainsider.com.au/whats-on/sunny-ridge-strawberry-picking","time-limited event page — noindex + remove from sitemap","Sunny Ridge Strawberry Farm  -  School Holiday Picking, Main Ridge · Peninsula Insider"
REMOVE,whats-on,501,"https://peninsulainsider.com.au/whats-on/chocolaterie-junior-chocolatier","time-limited event page — noindex + remove from sitemap","Mornington Peninsula Chocolates  -  Junior Chocolatier Class, Flinders · Peninsula Insider"
REMOVE,whats-on,509,"https://peninsulainsider.com.au/whats-on/moonlit-sanctuary-easter-program","time-limited event page — noindex + remove from sitemap","Moonlit Sanctuary  -  Easter School Holiday Program, Mornington · Peninsula Insider"
REMOVE,whats-on,552,"https://peninsulainsider.com.au/whats-on/anzac-day-sorrento-dawn","time-limited event page — noindex + remove from sitemap","ANZAC Day Dawn Service  -  Sorrento Memorial, Sorrento · Peninsula Insider"
REMOVE,whats-on,562,"https://peninsulainsider.com.au/whats-on/mprg-autumn-exhibition","time-limited event page — noindex + remove from sitemap","Mornington Peninsula Regional Gallery  -  Autumn Exhibition, Mornington · Peninsula Insider"
REMOVE,whats-on,569,"https://peninsulainsider.com.au/whats-on/alba-fire-and-ice-sessions","time-limited event page — noindex + remove from sitemap","Alba Thermal Springs  -  Fire & Ice Circuits, Red Hill · Peninsula Insider"
REMOVE,whats-on,592,"https://peninsulainsider.com.au/whats-on/briars-eco-explorers-autumn","time-limited event page — noindex + remove from sitemap","The Briars  -  Eco Explorers Autumn Sessions, Mount Martha · Peninsula Insider"
REMOVE,whats-on,607,"https://peninsulainsider.com.au/whats-on/sorrento-writers-festival-2026","time-limited event page — noindex + remove from sitemap","Sorrento Writers Festival 2026, Sorrento · Peninsula Insider"
REMOVE,whats-on,607,"https://peninsulainsider.com.au/whats-on/winter-wine-weekend-june","time-limited event page — noindex + remove from sitemap","Mornington Peninsula Winter Wine Weekend, Red Hill · Peninsula Insider"
REMOVE,whats-on,626,"https://peninsulainsider.com.au/whats-on/peninsula-hot-springs-sunday-sessions","time-limited event page — noindex + remove from sitemap","Peninsula Hot Springs  -  Sunday Sessions, Rye · Peninsula Insider"
REMOVE,whats-on,628,"https://peninsulainsider.com.au/whats-on/red-hill-market-first-saturday","time-limited event page — noindex + remove from sitemap","Red Hill Market  -  First Saturday, Every Month, Red Hill · Peninsula Insider"
REMOVE,whats-on,3646,"https://peninsulainsider.com.au/whats-on","time-limited event page — noindex + remove from sitemap","What's On Mornington Peninsula · Peninsula Insider"
